Country,State,Year,Type Of Areas,Gender,"Persons Working In Agriculture, Forestry And Fishing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Mining And Quarrying Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Manufacturing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Electricity, Gas, Steam And Air Conditioning Supply Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Water Supply, Sewerage, Waste Management And Remediation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Construction Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Wholesale, Retail Trade, Repair Of Motor Vehicles And Motorcycles Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Transportation And Storage Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Accommodation And Food Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Information And Communication Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Financial And Insurance Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Real Estate Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Professional, Scientific And Technical Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Administrative And Support Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Public Administration And Defence, Compulsory Social Security Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Education Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Human Health And Social Work Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Arts, Entertainment And Recreation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Other Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Households As Employers For Own Use Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Extraterritorial Organizations And Bodies Industry (UOM:%(Percentage)), Scaling Factor:1"
India,Assam,"PLFS Year (Jul - Jun), 2019",Rural,Male,38.83,0.54,7.85,0.12,0.06,14.74,18.39,6.69,1.34,0.19,0.34,0,0.27,1.45,1.56,3.79,0.39,0.07,1.39,2,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Rural,Female,54.32,0,5.55,0,0,4.21,6.17,1.11,1.13,0,0,0.12,0.1,0,0.56,16.43,3.06,0,1.82,5.4,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Rural,Persons,41.32,0.45,7.48,0.1,0.05,13.05,16.43,5.79,1.31,0.16,0.29,0.02,0.24,1.21,1.4,5.82,0.82,0.06,1.46,2.54,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Urban,Male,6.27,1,13.91,0.52,0.32,11.04,29.65,11.69,2.53,1.88,1.93,0.92,2.71,3.3,2.95,4.86,1.71,0.18,2.51,0.12,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Urban,Female,2.02,0,13.92,0,2.18,1.2,17.38,1.98,1.26,1.55,3.91,0.51,3.91,1.04,1.57,31.78,4.06,0,3.29,8.43,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Urban,Persons,5.5,0.82,13.91,0.43,0.65,9.27,27.44,9.95,2.3,1.82,2.28,0.84,2.93,2.9,2.71,9.7,2.13,0.15,2.65,1.61,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,34.8,0.6,8.6,0.17,0.09,14.28,19.79,7.31,1.49,0.4,0.54,0.11,0.57,1.67,1.73,3.92,0.55,0.08,1.53,1.76,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,47.04,0,6.72,0,0.3,3.79,7.74,1.23,1.15,0.22,0.54,0.18,0.63,0.15,0.7,18.57,3.2,0,2.03,5.82,0
India,Assam,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,36.79,0.5,8.3,0.14,0.13,12.57,17.82,6.32,1.43,0.37,0.54,0.12,0.58,1.43,1.56,6.31,0.98,0.07,1.61,2.43,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Rural,Male,50.16,0.02,4.04,0.03,0.03,22.05,11.02,5.22,1.16,0.2,0.15,0.1,0.27,0.8,0.17,2.85,0.33,0.32,1,0.08,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Rural,Female,80.65,0,5.93,0,0,1.09,4.62,0.02,0,0,0,0,0,0.18,0,5.85,0.99,0,0.5,0.16,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Rural,Persons,53.76,0.02,4.26,0.03,0.03,19.57,10.26,4.6,1.03,0.18,0.13,0.08,0.24,0.73,0.15,3.21,0.41,0.28,0.94,0.09,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Urban,Male,9.62,0.18,8.54,0.65,1.93,11.8,34.06,9.39,3.66,1.16,1.33,1.02,1.86,2.15,1.89,3.89,1.31,1.33,3.98,0.25,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Urban,Female,11.02,0,12.29,0,4.13,6.22,22.42,0,6.01,0,4.06,0,1.7,3.04,0.01,18.17,6.35,0,3.08,1.49,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Urban,Persons,9.76,0.16,8.91,0.58,2.15,11.25,32.9,8.46,3.89,1.05,1.6,0.92,1.84,2.24,1.71,5.32,1.81,1.19,3.89,0.37,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,45.86,0.04,4.52,0.09,0.23,20.97,13.46,5.66,1.43,0.3,0.28,0.19,0.44,0.94,0.36,2.96,0.44,0.43,1.31,0.1,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,74.46,0,6.5,0,0.37,1.55,6.21,0.02,0.53,0,0.36,0,0.15,0.44,0,6.95,1.47,0,0.73,0.27,0
India,Bihar,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,49.19,0.03,4.75,0.08,0.25,18.71,12.61,5,1.33,0.27,0.29,0.17,0.4,0.88,0.32,3.43,0.56,0.38,1.24,0.12,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Rural,Male,6.55,0,15.41,0,1.13,11.12,17.97,2.25,10.82,1.3,0.16,0,0,0,2.38,0,4.16,0,1.95,24.81,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Rural,Female,15.47,0,24.94,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,7.78,50.89,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Rural,Persons,7.82,0,16.77,0,0.96,9.53,15.4,1.93,9.27,1.11,0.14,0,0.13,0,2.04,0,3.56,0,2.79,28.54,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Urban,Male,0.67,0.33,12.57,0.54,1.29,8.23,30.36,5.95,4.8,4.66,3.33,1.25,2.96,2.14,9.49,4.05,2.5,0,1.15,3.73,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Urban,Female,0,0,7.44,0,0,0,20.84,0,0,8.43,0,0,7.88,4.34,14.78,9.01,9.95,0,3.55,12.51,1.27
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Urban,Persons,0.53,0.26,11.48,0.42,1.02,6.47,28.32,4.68,3.77,5.47,2.62,0.98,4.01,2.61,10.62,5.11,4.09,0,1.66,5.61,0.27
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,1.02,0.31,12.74,0.5,1.28,8.4,29.63,5.73,5.15,4.46,3.15,1.17,2.79,2.01,9.07,3.81,2.6,0,1.2,4.97,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,0.57,0,8.09,0,0,0,20.07,0,0,8.12,0,0,7.62,4.18,14.23,8.68,9.58,0,3.71,13.93,1.22
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,0.92,0.25,11.77,0.4,1.01,6.64,27.62,4.53,4.07,5.23,2.49,0.93,3.8,2.47,10.15,4.83,4.06,0,1.73,6.85,0.26
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Rural,Male,72.1,0.24,3.85,0.53,0.03,9.06,5.58,2.14,1.51,0.26,0.13,0.09,0.11,0.16,0.56,2.31,0.22,0.03,1.02,0.06,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Rural,Female,86.97,0,1.28,0,0,4.96,1.91,0.1,0.66,0,0,0,0,0,0.01,1.53,2.23,0,0.35,0,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Rural,Persons,78.41,0.14,2.76,0.3,0.02,7.32,4.03,1.28,1.15,0.15,0.08,0.05,0.06,0.09,0.33,1.98,1.07,0.02,0.74,0.03,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Urban,Male,6.21,3.4,17.05,2.67,0.45,10.39,29.6,7.6,4.14,0.39,1.36,0.66,1.6,1.83,4.35,3.79,1.87,0.57,2,0.08,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Urban,Female,14.46,0,8.76,0,1.49,7.63,21.61,0.82,3.65,0.93,0.86,0.46,0,0.98,3.34,19.06,6.93,0,8.17,0.86,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Urban,Persons,8.35,2.52,14.9,1.98,0.72,9.67,27.53,5.84,4.01,0.53,1.23,0.61,1.18,1.61,4.09,7.75,3.18,0.42,3.6,0.28,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,60.9,0.78,6.1,0.89,0.1,9.29,9.67,3.07,1.96,0.28,0.34,0.18,0.36,0.44,1.2,2.57,0.5,0.12,1.19,0.06,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,80.54,0,1.94,0,0.13,5.2,3.66,0.17,0.93,0.08,0.08,0.04,0,0.09,0.31,3.08,2.65,0,1.04,0.08,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,68.79,0.46,4.43,0.53,0.11,7.65,7.25,1.9,1.54,0.2,0.24,0.13,0.22,0.3,0.85,2.77,1.36,0.07,1.13,0.07,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Rural,Male,6.08,0,9.1,0,0,9.46,30.14,20.62,3.34,0,7.4,0,0.44,0.4,0.39,0.16,6.17,0.89,5.41,0,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Rural,Female,22.26,0,1.33,0,0,0,41.13,0,0,0,0,0,0,34.71,0,0.56,0,0,0,0,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Rural,Persons,9.61,0,7.41,0,0,7.4,32.53,16.13,2.61,0,5.79,0,0.35,7.88,0.3,0.24,4.83,0.69,4.23,0,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Urban,Male,0.07,0,22.25,0.18,0.12,7.64,27.84,11.39,4.5,4.16,2.94,0.34,2.9,3.78,3.85,1.85,1.82,0.61,2.72,1.05,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Urban,Female,0,0,13.56,0,0,3.01,13.01,1.19,0.58,4.04,4.44,0,2.98,2.44,3.72,24.1,3.39,0.58,3.27,19.69,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Urban,Persons,0.06,0,20.94,0.15,0.1,6.94,25.59,9.85,3.91,4.15,3.16,0.29,2.91,3.58,3.83,5.21,2.06,0.61,2.8,3.87,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,0.26,0,21.85,0.17,0.11,7.69,27.91,11.68,4.47,4.04,3.08,0.33,2.82,3.68,3.75,1.79,1.95,0.62,2.8,1.02,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,1.05,0,12.99,0,0,2.87,14.34,1.13,0.55,3.85,4.23,0,2.84,3.97,3.55,22.98,3.23,0.56,3.12,18.75,0
India,Delhi,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,0.38,0,20.49,0.15,0.09,6.95,25.82,10.06,3.86,4.01,3.25,0.28,2.82,3.72,3.71,5.05,2.15,0.61,2.85,3.74,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Rural,Male,26.73,4.51,9.5,0.57,0.33,10.34,11.78,9.95,7.9,0.57,0,0,0.28,5.27,5.58,2.18,1.44,0,2.15,0.92,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Rural,Female,65.05,0,7,0,0,1.18,9.95,0,1.71,2.18,2.37,0,0,0,3.81,2.23,1.25,1.1,0,2.17,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Rural,Persons,36.93,3.31,8.83,0.42,0.24,7.9,11.29,7.3,6.25,1,0.63,0,0.21,3.87,5.11,2.19,1.39,0.29,1.58,1.25,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Urban,Male,2.24,0.71,14.27,2.11,0.67,9.38,25.34,12.74,11.13,2.2,1.94,0.37,1.82,1.85,6.14,3.08,0.84,1,1.54,0.65,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Urban,Female,3.39,0.07,22.48,0,0,0,18.09,10.56,3.15,0.54,1.99,0,1.51,2.2,4.2,15.99,10.77,0,0.77,4.29,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Urban,Persons,2.55,0.54,16.48,1.54,0.49,6.86,23.38,12.16,8.98,1.75,1.95,0.27,1.74,1.94,5.61,6.56,3.51,0.73,1.33,1.63,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,11.33,2.12,12.5,1.54,0.54,9.74,20.3,11.71,9.93,1.59,1.22,0.23,1.25,3.12,5.93,2.75,1.06,0.63,1.77,0.75,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,26.07,0.04,16.79,0,0,0.43,15.09,6.68,2.62,1.14,2.13,0,0.96,1.39,4.06,10.93,7.26,0.41,0.49,3.51,0
India,Goa,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,15.28,1.56,13.65,1.13,0.4,7.24,18.91,10.36,7.97,1.47,1.46,0.17,1.17,2.66,5.43,4.94,2.72,0.57,1.43,1.49,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Rural,Male,65.29,0.14,10.71,0.17,0.39,5.51,8.14,4.19,0.5,0.03,0.52,0,0.41,0.66,0.61,1.11,0.27,0.02,1.31,0,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Rural,Female,88.08,0,4.91,0,0,1.3,1.48,0,0.04,0,0,0,0,0.01,0.41,2.53,1.09,0,0.06,0.07,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Rural,Persons,72.67,0.1,8.83,0.12,0.26,4.15,5.99,2.84,0.35,0.02,0.35,0,0.28,0.45,0.55,1.57,0.54,0.01,0.91,0.02,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Urban,Male,4.81,0.44,34.58,0.7,0.49,7.43,23.68,7.07,2.14,2.17,2.27,0.36,2.43,1.8,1.84,1.93,1.44,0.15,3.11,1.16,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Urban,Female,7.99,0,34.69,0,0.04,5.32,12.36,0.88,1.97,0.92,3.95,0,0.85,2.57,2.09,12.35,4.53,0.17,2.14,7.17,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Urban,Persons,5.43,0.35,34.6,0.56,0.4,7.02,21.46,5.86,2.11,1.93,2.6,0.29,2.12,1.95,1.89,3.98,2.05,0.15,2.92,2.34,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,38.98,0.27,21.09,0.4,0.43,6.35,14.9,5.44,1.21,0.96,1.28,0.16,1.29,1.15,1.15,1.47,0.78,0.07,2.1,0.5,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,65.54,0,13.3,0,0.01,2.43,4.54,0.25,0.59,0.26,1.11,0,0.24,0.73,0.89,5.29,2.06,0.05,0.65,2.07,0
India,Gujarat,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,46.24,0.2,18.96,0.29,0.32,5.28,12.07,4.02,1.04,0.77,1.24,0.11,1,1.04,1.08,2.51,1.13,0.07,1.7,0.93,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Rural,Male,40.51,0.05,11.15,0.64,0.63,20.15,9.16,5.59,0.55,0.46,0.42,0,0.85,1.24,3.75,2.33,1.36,0.06,1.12,0,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Rural,Female,66.42,0,4.42,0,0,2.71,4.69,0.3,0.28,1.59,0,0,0.26,0.03,0.19,14.44,4.19,0,0,0.48,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Rural,Persons,44.4,0.04,10.14,0.54,0.53,17.53,8.49,4.79,0.51,0.63,0.36,0,0.76,1.06,3.22,4.15,1.78,0.05,0.96,0.07,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Urban,Male,4.17,0.05,28.25,0.36,0.46,13.86,21.94,7.06,4.03,3.19,2.12,0.26,1.86,1.11,2.05,3.81,1.24,0.26,2.15,1.75,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Urban,Female,5.98,0,24.38,0,0.3,5.58,10.64,1.04,1.74,3.71,0.47,0.39,1.53,0.85,4.1,23.84,3.46,0,5.65,6.33,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Urban,Persons,4.51,0.04,27.52,0.3,0.43,12.3,19.82,5.93,3.6,3.29,1.81,0.29,1.8,1.06,2.44,7.57,1.66,0.21,2.81,2.61,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,27.05,0.05,17.48,0.54,0.56,17.82,13.89,6.13,1.84,1.47,1.05,0.1,1.22,1.19,3.12,2.88,1.32,0.13,1.51,0.65,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,40.17,0,13.09,0,0.13,3.95,7.28,0.62,0.91,2.51,0.2,0.17,0.81,0.39,1.89,18.53,3.87,0,2.45,3.02,0
India,Haryana,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,29.21,0.04,16.76,0.45,0.49,15.54,12.8,5.23,1.69,1.64,0.91,0.11,1.16,1.06,2.92,5.45,1.74,0.11,1.66,1.04,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,Male,41.18,0.15,10.97,1.11,1.12,19.73,7.18,5.31,2.33,0.37,1.17,0.1,0.98,0.56,1.34,4.21,0.36,0.68,1.15,0,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,Female,84.54,0,3.51,0.02,0.07,2.65,0.86,0.12,0.27,0.19,0.18,0.05,0.05,0.03,0.68,4.97,1.25,0,0.51,0.05,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Rural,Persons,61.99,0.08,7.39,0.58,0.61,11.53,4.15,2.82,1.34,0.28,0.69,0.07,0.53,0.3,1.02,4.57,0.78,0.35,0.84,0.03,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,Male,3.92,0.36,21.86,0.85,0.72,18.5,26.15,1.78,6.34,0.52,2.21,0,0.81,0.81,4.26,4.41,2.46,1.13,2.19,0.72,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,Female,16.18,0,26.67,0.69,0.38,6.66,12.75,0,1.94,2.22,1.86,0,0.4,0.69,4.29,13.3,6.25,0,3.48,2.22,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Urban,Persons,7.71,0.25,23.34,0.8,0.62,14.85,22.01,1.23,4.98,1.04,2.1,0,0.69,0.77,4.27,7.15,3.63,0.78,2.59,1.18,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,36.28,0.18,12.4,1.08,1.07,19.57,9.67,4.84,2.86,0.39,1.3,0.09,0.96,0.59,1.72,4.24,0.63,0.74,1.29,0.09,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,79.88,0,5.09,0.06,0.09,2.92,1.67,0.11,0.39,0.33,0.3,0.04,0.08,0.08,0.93,5.53,1.59,0,0.72,0.2,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,56.44,0.1,9.02,0.61,0.61,11.87,5.98,2.66,1.72,0.36,0.84,0.07,0.55,0.35,1.36,4.84,1.07,0.4,1.02,0.14,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Rural,Male,30.19,0.19,6.11,0.41,1.97,26.14,11.85,6.08,1.18,0.17,0.42,0.07,0.12,0.73,6.45,6.25,0.79,0.15,0.74,0,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Rural,Female,75.72,0,11.68,0,0,0.51,0.92,0,0,0,0.13,0,0,0.13,2.05,6.25,1.99,0,0.58,0.04,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Rural,Persons,45.16,0.13,7.94,0.27,1.32,17.71,8.25,4.08,0.79,0.11,0.33,0.05,0.08,0.53,5,6.25,1.19,0.1,0.69,0.02,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Urban,Male,4.57,0.14,10.57,0.5,2.22,16.18,33.69,7.38,2.16,0.94,1.5,0.12,1.93,0.84,7.77,4.4,2.49,0.5,1.89,0.19,0.03
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Urban,Female,16.43,0.12,17.9,0.13,0.15,5.91,10.03,0.23,0,0.77,1.47,0,1.99,0.58,6.21,25.85,7.66,0,3.52,1.05,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Urban,Persons,7.08,0.14,12.12,0.42,1.78,14.01,28.69,5.87,1.7,0.9,1.49,0.1,1.94,0.79,7.44,8.93,3.58,0.39,2.24,0.37,0.02
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,25.08,0.18,7,0.42,2.02,24.15,16.2,6.34,1.37,0.32,0.64,0.08,0.48,0.75,6.71,5.88,1.13,0.22,0.97,0.04,0.01
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,68.61,0.01,12.42,0.02,0.02,1.16,2.01,0.03,0,0.09,0.29,0,0.24,0.19,2.55,8.6,2.67,0,0.93,0.16,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,38.5,0.13,8.67,0.3,1.4,17.07,11.83,4.39,0.95,0.25,0.53,0.06,0.41,0.58,5.43,6.72,1.6,0.15,0.96,0.08,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Rural,Male,52.55,0.39,7.4,0.07,0,20.76,6.66,4.59,1.45,0.14,0.35,0,0.52,0.75,0.63,2.29,0.21,0.06,1.18,0,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Rural,Female,83.18,0,5.24,0,0.02,3.96,2.59,0.04,0.32,0,0.05,0,0,0,0.46,3.46,0.67,0,0.02,0,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Rural,Persons,63.82,0.24,6.61,0.04,0.01,14.58,5.16,2.92,1.03,0.09,0.24,0,0.33,0.47,0.57,2.72,0.38,0.04,0.75,0,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Urban,Male,4.79,4.86,13.86,0.76,0.19,16.72,25.35,12.15,3.61,0.3,2.22,0.24,1.77,1.44,2.66,3.04,1.35,0.56,3.91,0.23,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Urban,Female,13.59,0.3,24.03,0,0,4.2,25.7,0,3.17,2.35,4.48,0.51,0.38,0,2.2,9.78,2.8,0,2.77,3.73,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Urban,Persons,6.32,4.07,15.63,0.62,0.16,14.54,25.41,10.03,3.54,0.65,2.61,0.29,1.53,1.19,2.58,4.21,1.61,0.46,3.71,0.84,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,42.48,1.33,8.76,0.21,0.04,19.91,10.6,6.18,1.91,0.17,0.74,0.05,0.78,0.89,1.06,2.45,0.45,0.16,1.76,0.05,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,77.03,0.03,6.9,0,0.02,3.99,4.63,0.04,0.57,0.21,0.44,0.04,0.03,0,0.61,4.02,0.86,0,0.26,0.33,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,54.05,0.89,8.14,0.14,0.03,14.58,8.6,4.13,1.46,0.19,0.64,0.05,0.53,0.59,0.91,2.98,0.59,0.11,1.25,0.14,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural,Male,64.08,0.05,7.75,0.85,0.09,8.11,6.24,5.6,1.7,0.69,0.62,0,0.36,0.42,0.87,1.75,0.16,0.2,0.46,0.01,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural,Female,78.28,0,8.09,0,0.08,0.64,3.38,0.19,0.65,0.17,0.71,0,0,0,0.43,5.5,1.82,0,0.06,0.02,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural,Persons,68.88,0.04,7.86,0.56,0.08,5.59,5.27,3.77,1.34,0.52,0.65,0,0.24,0.28,0.72,3.01,0.72,0.13,0.32,0.01,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,Male,5.28,0.06,19.58,0.65,0.29,10.4,23.43,12.52,5.14,6.78,2.6,0.56,1.91,2.2,2.39,2.77,1.57,0.21,1.44,0.22,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,Female,10.35,0,22.24,0.05,0.28,3.85,15.34,0.66,4.28,7.7,2.05,0.18,1.45,0.8,2.53,15.16,6.11,0,1.65,5.3,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Urban,Persons,6.45,0.05,20.2,0.51,0.29,8.89,21.57,9.78,4.94,6.99,2.48,0.48,1.8,1.88,2.42,5.63,2.62,0.16,1.49,1.39,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Male,41.02,0.06,12.39,0.77,0.17,9.01,12.98,8.31,3.05,3.08,1.39,0.22,0.97,1.12,1.46,2.15,0.71,0.2,0.84,0.09,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Female,59.59,0,11.98,0.01,0.13,1.52,6.67,0.32,1.64,2.24,1.08,0.05,0.4,0.22,1.01,8.16,3,0,0.49,1.47,0
India,Karnataka,"PLFS Year (Jul - Jun), 2019",Rural + Urban,Persons,46.58,0.04,12.27,0.54,0.16,6.77,11.09,5.92,2.63,2.83,1.3,0.17,0.8,0.85,1.33,3.95,1.4,0.14,0.74,0.5,0
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,Male,28.8,0.56,8.51,0.25,0,22.35,12.94,8.87,2.21,1.42,2.32,0.55,0.92,0.65,1.62,2.84,0.61,1.29,3.25,0.05,0
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,Female,33.95,0.08,9.85,0,0.26,18.3,8.5,0.71,2.64,1.35,3.85,0.26,0.96,0.32,1.9,9.21,4.87,0.27,1.4,1.31,0
India,Kerala,"PLFS Year (Jul - Jun), 2019",Rural,Persons,30.57,0.4,8.97,0.16,0.09,20.96,11.42,6.06,2.36,1.39,2.84,0.45,0.93,0.54,1.71,5.03,2.08,0.94,2.61,0.48,0
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,Male,12.41,0.09,11.27,0.78,0.28,20.73,21.15,10.52,4,2.53,3.08,0.32,2.19,1.24,1.6,2.8,1.49,1.01,2.42,0.1,0
India,Kerala,"PLFS Year (Jul - Jun), 2019",Urban,Female,10.27,0.15,15.31,0,0.66,10.21,15.34,0.94,3.8,2.69,5.89,0,1.77,1.51,3.85,13.71,7.44,0.05,2.97,3.44,0
